Gene	length
mir-2496	118
mir-2497	96
mir-2498	112
mir-2499	96
mir-2500	68
mir-2501	71
mir-252	93
mir-2535b	71
mir-263b	90
mir-274	100
mir-275	98
mir-276a	98
mir-276b	99
mir-277	100
mir-278	98
mir-279	100
mir-280	95
mir-281-1	90
mir-281-2	92
mir-282	97
mir-283	100
mir-284	100
mir-285	99
mir-286	100
mir-287	93
mir-288	97
mir-289	99
mir-2a-1	76
mir-2a-2	72
mir-2b-1	77
mir-2b-2	83
mir-2c	102
mir-3	69
mir-303	70
mir-304	88
mir-305	73
mir-306	85
mir-307a	88
mir-307b	120
mir-308	63
mir-309	69
mir-310	89
mir-311	84
mir-312	66
mir-313	71
mir-314	90
mir-315	84
mir-316	89
mir-317	92
mir-318	68
mir-31a	92
mir-31b	127
mir-33	99
mir-34	99
mir-3641	69
mir-3642	76
mir-3643	68
mir-3644	61
mir-3645	137
mir-375	91
mir-4	81
mir-4908	59
mir-4909	60
mir-4910	66
mir-4911	68
mir-4912	60
mir-4913	58
mir-4914	94
mir-4915	118
mir-4916	59
mir-4917	77
mir-4918	55
mir-4919	60
mir-4939	109
mir-4940	105
mir-4941	103
mir-4942	110
mir-4943	117
mir-4944	129
mir-4945	115
mir-4946	116
mir-4947	100
mir-4948	106
mir-4949	99
mir-4950	92
mir-4951	150
mir-4952	126
mir-4953	93
mir-4954	91
mir-4955	169
mir-4956	117
mir-4957	84
mir-4958	134
mir-4959	118
mir-4960	101
mir-4961	133
mir-4962	124
mir-4963	109
mir-4964	112
mir-4965	87
mir-4966-1	127
mir-4966-2	87
mir-4967	107
mir-4968	155
mir-4969	158
mir-4970	103
mir-4971	111
mir-4972	107
mir-4973	151
mir-4974	102
mir-4975	111
mir-4976	103
mir-4977	105
mir-4978	147
mir-4979	109
mir-4980	122
mir-4981	95
mir-4982	119
mir-4983	108
mir-4984	123
mir-4985	101
mir-4986	122
mir-4987	132
mir-5	69
mir-6-1	82
mir-6-2	74
mir-6-3	80
mir-7	88
mir-79	97
mir-8	87
mir-87	99
mir-927	92
mir-929	88
mir-92a	95
mir-92b	100
mir-932	91
mir-9369	62
mir-9370	50
mir-9371	61
mir-9372	61
mir-9373	59
mir-9374	61
mir-9375	59
mir-9376	76
mir-9377	52
mir-9378	62
mir-9379	57
mir-9380	77
mir-9381	74
mir-9382	69
mir-9383	61
mir-9384	60
mir-9385	63
mir-9388	92
mir-954	87
mir-955	97
mir-956	148
mir-957	96
mir-958	92
mir-959	98
mir-960	93
mir-961	89
mir-962	92
mir-963	89
mir-964	100
mir-965	107
mir-966	87
mir-967	97
mir-968	92
mir-969	94
mir-970	95
mir-971	96
mir-972	91
mir-973	101
mir-974	101
mir-975	91
mir-976	97
mir-977	99
mir-978	92
mir-979	95
mir-980	98
mir-981	97
mir-982	93
mir-983-1	91
mir-983-2	99
mir-984	90
mir-985	86
mir-986	100
mir-987	94
mir-988	99
mir-989	174
mir-990	86
mir-991	96
mir-992	92
mir-993	119
mir-994	91
mir-995	90
mir-996	97
mir-998	143
mir-999	105
mir-9a	78
mir-9b	91
mir-9c	92
mira	3322
mir-iab-4	68
mir-iab-8	68
Miro	4486
mirr	16611
Mis12	1014
Mitf	25616
Mitofilin	3831
mkg-p	3110
Mkk4	4625
Mkp	2019
Mkp3	20272
MKP-4	2616
Mkrn1	3755
Mks1	2203
Mlc1	3100
Mlc2	3114
Mlc-c	3404
mld	38247
mldr	2875
mle	5922
Mlf	4181
Mlh1	2128
Mlp60A	3622
Mlp84B	4883
mlt	3016
mmd	26224
MME1	1434
Mmp1	16891
Mmp2	72720
Mms19	3746
mms4	1138
mmy	5367
mnb	24526
mnd	6568
Mnn1	7286
Mnt	29872
Mo25	2255
Mob2	39477
Mob3	1235
Mob4	1548
Moca-cyp	4836
Mocs1	2823
Mocs2A	1728
Mocs2B	1728
mod	2915
mod(mdg4)	26556
modSP	3217
Moe	25321
mof	3014
moi	2148
mol	21813
Mon1	2000
mon2	7046
Mondo	23973
moody	5829
moon	811
mop	6789
mor	4780
morgue	1811
Mos	1454
Mp	54657
MP1	1928
Mp20	2211
Mpc1	1664
Mpcp1	2062
Mpcp2	2791
Mpp6	1398
Mppe	2094
Mps1	2558
mr	2978
mre11	2246
mRF1	1420
MRG15	1670
MrgBP	810
mri	1979
mrj	18465
mrn	1769
mRNA-cap	2557
MRP	47502
Mrp4	6688
mRpL1	1331
mRpL10	1004
mRpL11	854
mRpL12	794
mRpL13	1221
mRpL14	653
mRpL15	1100
mRpL16	1227
mRpL17	1154
mRpL18	740
mRpL19	1088
mRpL2	1195
mRpL20	719
mRpL21	1772
mRpL22	1160
mRpL23	861
mRpL24	1106
mRpL27	1044
mRpL28	1341
mRpL3	1416
mRpL30	776
mRpL32	815
mRpL33	468
mRpL34	390
mRpL35	815
mRpL36	549
mRpL37	1530
mRpL38	1661
mRpL39	1686
mRpL4	1074
mRpL40	839
mRpL41	594
mRpL42	593
mRpL43	910
mRpL44	1174
mRpL45	1335
mRpL46	909
mRpL47	1087
mRpL48	1004
mRpL49	838
mRpL50	854
mRpL51	628
mRpL52	680
mRpL53	1470
mRpL54	799
mRpL55	512
mRpL9	851
mRpS10	852
mRpS11	1064
mRpS14	857
mRpS16	611
mRpS17	777
mRpS18A	677
mRpS18B	925
mRpS18C	583
mRpS2	981
mRpS21	534
mRpS22	1341
mRpS23	823
mRpS24	717
mRpS25	847
mRpS26	921
mRpS28	809
mRpS29	1440
mRpS30	2242
mRpS31	1407
mRpS33	553
mRpS34	709
mRpS35	1207
mRpS5	6299
mRpS6	694
mRpS7	991
mRpS9	13391
mRRF1	891
mRRF2	2937
mrt	5413
Mrtf	48922
Ms	2275
ms(2)34Fe	5432
ms(2)35Ci	1669
ms(3)76Ba	2454
ms(3)76Ca	1409
ms(3)76Cc	3808
ms(3)K81	711
msb1l	1431
MSBP	2543
msd1	583
msd5	840
Msh6	4330
msi	92306
msk	5401
msl-1	5081
msl-2	3895
msl-3	2321
msn	31694
msopa	648
Msp300	106126
mspo	42227
msps	9875
MsR1	23107
Msr-110	10430
MsR2	18062
mst	2557
Mst33A	1401
Mst36Fa	1816
Mst36Fb	1732
Mst57Da	325
Mst57Db	195
Mst57Dc	378
Mst77F	1127
Mst77Y-13	766
Mst77Y-16Psi	1108
Mst77Y-4	930
Mst77Y-7	724
Mst77Y-8Psi	720
Mst77Y-9	724
Mst84Da	413
Mst84Db	468
Mst84Dc	420
Mst84Dd	467
Mst85C	3587
Mst87F	858
Mst89B	1422
Mst98Ca	1319
Mst98Cb	1066
MstProx	3367
Mt2	1163
MTA1-like	10084
Mtap	1521
mt:ATPase6	675
mt:ATPase8	162
Mtch	1685
mt:CoI	1536
mt:CoII	685
mt:CoIII	789
mt:Cyt-b	1137
mtd	80328
mtDNA-helicase	2192
mTerf3	1183
mTerf5	2161
MTF-1	9179
mtg	10222
mth	3580
mthl1	9342
mthl10	10115
mthl11	1935
mthl12	1741
mthl13	1651
mthl14	2815
mthl15	3733
mthl2	2401
mthl3	4066
mthl4	2299
mthl5	3231
mthl6	1952
mthl7	1840
mthl8	3881
mthl9	2488
Mtk	268
Mtl	3460
mt:lrRNA	1324
mtm	2285
MtnA	964
MtnB	645
MtnC	327
MtnD	340
mt:ND1	939
mt:ND2	1024
mt:ND3	354
mt:ND4	1339
mt:ND4L	291
mt:ND5	1717
mt:ND6	525
MtnE	684
Mtor	8586
mt:ori	4608
Mtp	3783
Mtpalpha	3207
MTPAP	4486
Mtr3	1311
Mtr4	3638
mtrm	1092
mtRNApol	5120
mts	5927
mtsh	3020
mt:srRNA	786
mtSSB	1057
mtt	58339
mTTF	1552
mtTFB1	1592
mtTFB2	1687
mt:tRNA:Ala-TGC	65
mt:tRNA:Arg-TCG	64
mt:tRNA:Asn-GTT	65
mt:tRNA:Asp-GTC	67
mt:tRNA:Cys-GCA	62
mt:tRNA:Gln-TTG	69
mt:tRNA:Glu-TTC	67
mt:tRNA:Gly-TCC	65
mt:tRNA:His-GTG	66
mt:tRNA:Ile-GAT	65
mt:tRNA:Leu-TAA	66
mt:tRNA:Leu-TAG	65
mt:tRNA:Lys-CTT	71
mt:tRNA:Met-CAT	69
mt:tRNA:Phe-GAA	65
mt:tRNA:Pro-TGG	61
mt:tRNA:Ser-GCT	68
mt:tRNA:Ser-TGA	66
mt:tRNA:Thr-TGT	66
mt:tRNA:Trp-TCA	66
mt:tRNA:Tyr-GTA	66
mt:tRNA:Val-TAC	73
mu2	4742
mub	87915
muc	3464
Muc11A	5350
Muc12Ea	10427
Muc14A	52609
Muc18B	1146
Muc26B	1733
Muc30E	5309
Muc4B	2045
Muc55B	2089
Muc68Ca	9524
Muc68D	4859
Muc68E	5637
Muc91C	5164
Muc96D	2858
mud	10864
Mul1	2045
Mulk	1415
Mur11Da	2169
Mur18B	1685
Mur29B	2986
Mur2B	145235
Mur82C	1860
Mur89F	49136
mura	16182
mus101	4868
mus201	4174
mus205	7420
mus301	4207
mus304	3034
mus308	6777
mus312	4340
mus81	2155
muskelin	3682
mute	6971
Muted	1961
mv	13873
Mvb12	3757
Mvd	2572
Mvl	9418
mwh	31915
mxc	6667
mxt	5814
Myb	2992
Mybbp1A	3861
Myc	18539
Myd88	5900
myo	5370
Myo10A	33207
Myo28B1	23413
Myo31DF	14966
Myo61F	11138
Myo81F	1965857
Myo95E	6673
MYPT-75D	41219
mys	8593
Mys45A	2447
Myt1	2116
N	37352
na	11050
Naa15-16	4660
Naa20A	1624
Naa20B	1168
Naa30A	2665
Naa30B	1211
Naa35	2871
Naa40	792
Naa60	2756
Naam	27293
NAAT1	5612
nab	7315
Nab2	3760
nac	1338
Nacalpha	1307
Nach	1842
nAChRalpha1	63262
nAChRalpha2	5720
nAChRalpha3	90970
nAChRalpha4	80780
nAChRalpha5	54232
nAChRalpha6	92934
nAChRalpha7	21373
nAChRbeta1	6645
nAChRbeta2	5879
nAChRbeta3	1968
NaCP60E	30064
Nadsyn	33906
nahoda	20546
Nak	11013
nan	3400
NANS	1300
Nap1	2120
NaPi-III	11316
NaPi-T	3155
NAT1	7741
natalisin	3273
nau	5544
Nbr	2448
nbs	2781
NC2alpha	1442
NC2beta	726
Nc73EF	13903
Nca	5682
Ncc69	22799
ncd	2838
Nckx30C	34984
nclb	1549
ncm	4451
Ncoa6	11394
Nct	3269
ND-13A	1112
ND-13B	925
ND-15	41305
ND-18	917
ND-19	1042
ND-20	1336
ND-20L	811
ND-23	1070
ND-24	1421
ND-24L	843
ND-30	1094
ND-39	5003
ND-42	1685
ND-49	3259
ND-49L	1750
ND-51	1916
ND-51L1	2143
ND-51L2	1566
ND-75	3037
ND-ACP	1683
Ndae1	26016
ND-AGGG	865
ND-ASHI	1857
ND-B12	700
ND-B14	742
ND-B14.5A	907
ND-B14.5AL	758
ND-B14.5B	896
ND-B14.7	1009
ND-B15	557
ND-B16.6	1386
ND-B17	1760
ND-B17.2	972
ND-B18	1194
ND-B22	1008
ND-B8	582
Ndc1	2038
Ndc80	2392
Ndfip	6839
Ndg	8214
ndl	9429
ND-MLRQ	6611
ND-MNLL	746
ND-MWFE	1525
ND-PDSW	1178
ND-SGDH	1089
neb	13942
Neb-cGP	1143
nec	1765
Nedd4	16580
Nedd8	832
nej	21625
Nek2	2581
Nelf-A	5809
NELF-B	2366
Nelf-E	1438
nemy	10723
neo	6670
Neos	1512
Nep1	12767
Nep2	12421
Nep3	8027
Nep4	7338
Nep5	6292
nerfin-1	3208
nerfin-2	2645
nero	1114
nes	3398
nesd	2282
net	4967
NetA	49917
NetB	63339
Neto	81380
Neu2	5696
neur	19124
Neurl4	6199
Neurochondrin	2580
Nf1	12725
NFAT	39824
NfI	8195
Nfs1	1591
Nf-YA	2212
Nf-YB	1045
Nf-YC	2742
ng1	523
ng2	546
ng3	594
ng4	267
Nha1	9485
Nha2	17070
Nhe1	2771
Nhe2	29688
Nhe3	6530
NHP2	841
nht	948
NijA	2518
NijB	896
NijC	2251
niki	3248
NimA	5843
NimB1	1582
NimB2	2007
NimB3	522
NimB4	1697
NimB5	1997
NimC1	3612
NimC2	3144
NimC3	852
NimC4	1282
ninaA	969
ninaB	2600
ninaC	6643
ninaD	1981
ninaE	1952
ninaG	2318
NiPp1	1587
Nipped-A	73058
Nipped-B	37346
Nipsnap	3204
NitFhit	1580
nito	7343
NK7.1	43539
NKAIN	7046
NKCC	13198
nkd	41709
NLaz	1985
Nle	1756
Nlg1	36628
Nlg2	31757
Nlg3	69154
Nlg4	40665
Nlp	5568
nmd	1775
Nmd3	1851
Nmda1	3137
Nmdar1	14487
Nmdar2	24185
Nmdmc	8048
nmdyn-D6	940
nmdyn-D7	1564
Nmnat	2164
nmo	75102
Nmt	2295
Nna1	25544
Nnf1a	1017
Nnf1b	955
Nnp-1	2882
NO66	2308
Noa36	1230
noc	3161
nocte	12811
nod	4979
noi	1859
nol	568
nolo	44946
nom	2184
nompA	8342
nompB	11132
nompC	19561
Non1	2470
Non2	1394
Non3	1221
nonA	9979
nonA-l	2908
nonC	13627
Nop17l	5601
nop5	1991
Nop56	1974
Nop60B	11467
nopo	2024
Nopp140	3912
nord	11840
norpA	42783
nos	2965
Nos	33238
Nost	24371
not	3825
Not1	12862
Not10	2542
Not11	1196
Not3	6817
Notum	9273
Nox	9217
Np	13643
NP15.6	648
Npc1a	7405
Npc1b	4635
Npc2a	651
Npc2b	2909
Npc2c	885
Npc2d	728
Npc2e	1017
Npc2f	3042
Npc2g	659
Npc2h	812
NPF	2106
NPFR	8089
Nph	1181
Npl4	13650
Nplp1	8001
Nplp2	848
Nplp3	667
Nplp4	659
Nprl2	1857
Nprl3	2501
Nrd1	4243
Nrg	37798
Nrk	3422
nrm	41929
Nrt	11394
nrv1	8307
nrv2	9093
nrv3	13320
Nrx-1	18458
Nrx-IV	10472
Ns1	2153
Ns2	2678
Ns3	2377
Ns4	2180
NSD	4872
Nse1	977
Nse4	1608
Nsf2	4495
nsl1	8321
nsr	3040
nst	2957
Nsun2	2579
Nsun5	2202
nSyb	7405
NT1	6782
NT5E-2	8168
ntc	2628
Ntf-2	5999
Ntf-2r	771
Ntl	3112
Ntmt	1420
NTPase	5147
NtR	2377
nub	40511
NUCB1	4542
nudC	14539
nudE	4329
nuf	42381
Nuf2	1407
Nufip	1757
nullo	846
numb	26716
Nup107	2779
Nup133	4166
Nup153	11219
Nup154	6102
Nup160	5559
Nup188	6213
Nup205	7166
Nup214	5806
Nup35	1308
Nup358	9325
Nup37	1443
Nup43	1276
Nup44A	2822
Nup50	2023
Nup54	2651
Nup58	1881
Nup62	1452
Nup75	2447
Nup93-1	3085
Nup93-2	2670
Nup98-96	7397
Nurf-38	2121
nvd	76790
nvy	15351
nw	6292
nwk	7834
nxf2	3448
Nxf3	7865
nxf4	1107
Nxt1	654
nyo	23134
oaf	5892
Oamb	25560
Oat	2572
Oatp26F	7270
Oatp30B	18851
Oatp33Ea	4524
Oatp33Eb	3564
Oatp58Da	2450
Oatp58Db	2320
Oatp58Dc	4894
Oatp74D	24576
Oaz	29983
obe	7261
Obp18a	788
Obp19a	778
Obp19b	1080
Obp19c	1044
Obp19d	1367
Obp22a	780
Obp28a	575
Obp44a	1146
Obp46a	852
Obp47a	563
Obp47b	741
Obp49a	897
Obp50a	786
Obp50b	1821
Obp50c	1821
Obp50d	701
Obp50e	924
Obp51a	465
Obp56a	786
Obp56b	633
Obp56c	1130
Obp56d	992
Obp56e	588
Obp56f	582
Obp56g	560
Obp56h	651
Obp56i	3998
Obp57a	609
Obp57b	886
Obp57c	619
Obp57d	1750
Obp57e	476
Obp58b	936
Obp58c	807
Obp58d	839
Obp59a	1092
Obp69a	787
Obp73a	10582
Obp83a	3091
Obp83b	641
Obp83cd	1600
Obp83ef	1393
Obp83g	632
Obp84a	1233
Obp85a	776
Obp8a	824
Obp93a	768
Obp99a	678
Obp99b	643
Obp99c	3576
Obp99d	500
obst-A	3355
obst-B	6265
obst-E	3590
obst-F	1196
obst-G	1017
obst-H	979
obst-I	733
obst-J	1293
oc	20523
Ocho	1193
ocm	8588
ocn	728
Ocrl	4544
Octalpha2R	49945
Octbeta1R	22864
Octbeta2R	45101
Octbeta3R	36660
Oct-TyrR	30277
Oda	7970
Odc1	1849
Odc2	1817
odd	2533
Odj	1816
OdsH	23002
O-fut1	1625
O-fut2	1634
Oga	3767
Ogg1	1485
ogre	17699
ohgt	2329
okr	3166
olf186-F	17141
olf186-M	1746
olf413	111613
Oli	2084
omd	7771
ome	75030
onecut	9095
opa	17167
Opa1	4839
Opbp	2051
opm	1597
Optix	11247
or	1005
Or10a	3956
Or13a	2282
Or19a	1370
Or19b	1370
Or1a	1444
Or22a	1666
Or22b	1561
Or22c	3379
Or23a	1414
Or24a	1446
Or2a	1337
Or30a	1472
Or33a	1212
Or33b	1321
Or33c	1234
Or35a	1491
Or42a	1527
Or42b	1318
Or43a	2074
Or43b	1770
Or45a	3515
Or45b	1471
Or46a	2811
Or47a	1546
Or47b	1603
Or49a	1360
Or49b	2040
Or56a	1773
Or59a	1198
Or59b	1611
Or59c	1454
Or63a	2255
Or65a	1488
Or65b	1438
Or65c	1462
Or67a	2320
Or67b	1878
Or67c	1387
Or67d	1421
Or69a	3374
Or71a	1541
Or74a	1437
Or7a	1443
Or82a	1473
Or83a	1554
Or83c	1480
Or85a	1308
Or85b	1282
Or85c	1289
Or85d	1361
Or85e	1559
Or85f	1362
Or88a	1379
Or92a	1399
Or94a	1223
Or94b	1274
Or98a	1311
Or98b	1379
Or98P	326
Or9a	1491
orb	20247
orb2	17364
Orc1	3280
Orc2	2191
Orc3	3820
Orc4	1675
Orc5	1740
Orc6	1028
Orco	5224
Orcokinin	2118
Orct	2533
Orct2	2700
ord	4280
org-1	7379
Ork1	13197
ORMDL	947
ort	3925
ORY	56595
OS9	847
osa	30533
Osbp	3354
Os-C	656
Oscillin	2529
OSCP1	1362
Oseg1	5558
Oseg2	5608
Oseg4	4775
Oseg5	2992
Oseg6	4801
Osi1	1423
Osi10	3420
Osi11	1167
Osi12	3965
Osi13	1753
Osi14	1611
Osi15	1850
Osi16	1120
Osi17	15537
Osi18	1562
Osi19	1835
Osi2	4121
Osi20	1330
Osi21	1380
Osi22	1218
Osi23	971
Osi24	8868
Osi3	2368
Osi4	3464
Osi5	1317
Osi6	2474
Osi7	2690
Osi8	1428
Osi9	1895
osk	3270
osp	90145
Ost48	1587
OstDelta	2497
Ostgamma	1497
Ote	1571
otk	18374
otk2	2127
OtopLa	22812
OtopLb	4735
OtopLc	12295
otp	19790
otu	4528
ouib	1252
out	11594
ovm	2609
ovo	22657
ox	397
Oxp	371
oxt	3826
oys	14025
p	9782
p115	2961
p120ctn	14205
p130CAS	21634
p23	1732
p24-1	1622
p24-2	5393
P32	1332
p38a	1906
p38b	1923
p38c	1184
p47	1742
p53	4426
P58IPK	2640
P5CDh1	4692
P5CDh2	2761
P5cr	1229
P5cr-2	2322
Pa1	1694
pAbp	7114
Pabp2	2944
pad	3512
Paf-AHalpha	1575
Paics	3582
pain	6771
Paip2	4697
Pak	10719
Pak3	8815
Pal1	4305
Pal2	2762
pall	1343
pan	44945
PAN2	4935
Panx	1987
papi	4797
PAPLA1	25392
Papss	15633
Papst2	1669
par-1	29517
par-6	3745
para	78070
Parg	2666
park	2100
Parp	125704
Parp16	1527
parvin	2418
pasha	4241
pasi1	1243
pasi2	2290
Pask	3312
Past1	7554
Pat1	6179
path	10774
Patj	3382
Patr-1	4858
Patronin	16843
Patsas	2521
pav	3500
Pax	25844
pb	34264
Pbgs	1894
pbl	15846
Pbp45	1370
Pbp49	1970
Pbp95	2820
Pburs	603
Pc	11883
PCB	10841
Pcd	1064
Pcf11	10136
pch2	2225
PCID2	1275
pck	1660
Pcl	4565
pcm	6253
Pcmt	1494
PCNA	1130
PCNA2	1168
Pcp	789
pcs	10074
p-cup	2425
pcx	12750
Pcyt1	7413
Pcyt2	1823
Pdcd4	9830
PDCD-5	958
Pde11	58318
Pde1c	114417
Pde6	44404
Pde8	23278
Pde9	111765
Pdf	680
Pdfr	26435
pdgy	19863
Pdh	1065
Pdha	2982
Pdhb	3127
Pdi	5103
Pdk	8200
Pdk1	16446
pdm2	29142
pdm3	68791
Pdp	2873
Pdp1	55912
pds5	5741
Pdxk	1727
PDZ-GEF	9023
pea	3954
peb	9643
Pebp1	646
Pect	7067
PEK	6191
pelo	8074
Pen	3196
pen-2	1324
peng	3341
Pep	6934
Pepck1	2650
Pepck2	8320
per	7201
Peritrophin-15a	432
Peritrophin-15b	495
Peritrophin-A	3557
pes	7399
Pex1	4232
Pex10	1636
Pex11	1009
Pex12	2104
Pex13	1959
Pex14	1580
Pex16	1499
Pex19	3429
Pex2	1226
Pex23	5013
Pex3	2025
Pex5	2230
Pex6	3229
Pex7	3867
Pez	5791
Pfas	4870
Pfdn1	760
Pfdn2	1097
Pfdn4	668
Pfdn5	1072
Pfdn6	1018
Pfk	7718
Pfrx	13846
Pgam5	1166
Pgam5-2	1390
Pgant1	3888
Pgant2	22260
Pgant3	4079
Pgant35A	2160
Pgant4	2736
Pgant5	21423
Pgant6	3756
Pgant7	4920
Pgant8	2727
PGAP1	4221
PGAP2	1430
PGAP3	1458
PGAP5	1771
pgc	2614
Pgcl	1310
Pgd	3431
Pgi	3170
Pgk	6189
Pglym78	1654
Pglym87	1085
Pgm	2514
PGRP-LA	4005
PGRP-LB	7704
PGRP-LC	9527
PGRP-LD	4635
PGRP-LE	2728
PGRP-LF	1881
PGRP-SA	1137
PGRP-SB1	691
PGRP-SB2	748
PGRP-SC1a	588
PGRP-SC1b	1649
PGRP-SC2	746
PGRP-SD	721
PH4alphaEFB	19750
PH4alphaMP	4341
PH4alphaNE1	3576
PH4alphaNE2	2132
PH4alphaNE3	1964
PH4alphaPV	2446
PH4alphaSG1	1997
PH4alphaSG2	1914
Phae1	1248
Phae2	1147
Phax	1757
Phb2	2784
pHCl-1	50452
pHCl-2	4467
ph-d	7560
PHDP	1305
PheRS-m	1595
Phf5a	689
Phf7	5476
PHGPx	2362
Phk-3	2365
PhKgamma	9258
Phlpp	4004
phm	2668
Phm	3281
pho	9160
phol	3479
ph-p	12162
phr	2031
phr6-4	2441
phtf	4243
phu	1923
phyl	5002
PI31	2773
Pi3K21B	7354
Pi3K59F	3554
Pi3K68D	15364
Pi3K92E	5761
Pi4KIIalpha	5990
PI4KIIIalpha	8869
pic	4481
PICK1	3885
pico	21845
Picot	12353
pie	2156
Piezo	27065
Pif1	2663
Pif1A	26891
Pif1B	26891
Pif2	948
Pig1	690
PIG-A	2064
PIG-B	2696
PIG-C	1205
pigeon	3896
PIG-F	1035
PIG-G	3262
PIG-H	1233
PIG-K	1454
PIG-L	3070
PIG-M	2376
PIG-N	3130
PIG-O	3913
PIG-P	877
PIG-Q	2133
pigs	52954
PIG-S	4649
PIG-T	2729
PIG-U	1660
PIG-V	1851
PIG-Wa	1546
PIG-Wb	2254
PIG-X	1359
PIG-Z	3426
Pih1D1	8568
pim	1104
Pink1	3505
Pino	14300
pins	3537
pinta	1614
pio	16618
pip	38987
PIP4K	4430
PIP5K59B	6668
PIP82	4312
pirk	2029
Pis	2320
Pisd	2810
pit	4628
pita	5746
Pits	14025
Pitslre	5404
piwi	5216
pix	2710
pk	72676
PK1-R	3291
PK2-R1	6777
PK2-R2	5097
Pk34A	1364
pkaap	2906
Pka-C1	16983
Pka-C2	1602
Pka-C3	28993
Pka-R1	19931
Pka-R2	32153
Pkc53E	20472
Pkc98E	9993
Pkcdelta	21427
PKD	11129
Pkd2	3750
Pkg21D	4646
Pkn	32788
Plap	3194
Plc21C	49632
Pld	13263
Pldn	1769
ple	6170
PlexA	17207
PlexB	11301
plh	24532
Pli	29891
pll	2052
Plod	7851
Plp	28644
plu	727
plum	65140
plx	26983
Plzf	2208
PMCA	30725
Pmi	4635
Pmm2	924
PMP34	2355
Pmp70	8511
Pms2	3447
pn	1706
png	1114
Pngl	2957
Pnn	1946
PNPase	3893
pnr	15718
pns	7687
pnt	55937
pnut	3027
PNUTS	6574
Poc1	1708
pod1	10147
poe	17303
Pof	2181
Pol32	1486
POLDIP2	1789
polo	3813
poly	5095
polybromo	5293
polyph	1994
Pomp	1443
pon	2795
pont	1777
Pop2	4518
por	2334
porin	3622
Porin2	1257
POSH	3591
pot	9852
Poxm	14768
Poxn	8363
Pp1-13C	1961
Pp1-87B	2297
Pp1alpha-96A	4062
Pp1-Y1	954
Pp1-Y2	1286
Pp2A-29B	4053
Pp2B-14D	5390
Pp2C1	6916
Pp4-19C	2916
Ppa	4033
ppan	1646
Ppat-Dpck	1778
Ppcdc	1470
Ppcs	8857
PpD3	3220
PpD5	1279
PpD6	1327
Pph13	2064
Ppi1	3487
ppk	2955
ppk10	2263
ppk11	3876
ppk12	2106
ppk13	1962
ppk14	1717
ppk15	1748
ppk16	3876
ppk17	2371
ppk18	5640
ppk19	1768
ppk20	2064
ppk21	2005
ppk22	2217
ppk23	2677
ppk24	2782
ppk25	1774
ppk26	2460
ppk27	1509
ppk28	2448
ppk29	4221
ppk3	2143
ppk30	2330
ppk31	2008
ppk5	2202
ppk6	1865
ppk7	2008
ppk8	14189
ppk9	6492
ppl	1016
Ppm1	1474
Ppn	19660
PpN58A	1182
PPO1	2754
PPO2	2449
PPO3	2415
Ppox	1655
PPP1R15	1657
PPP4R2r	3106
Ppr-Y	248273
pps	7424
Ppt1	1601
Ppt2	1623
PpV	1851
PpY-55A	1175
PPYR1	1055
PQBP1	928
pr	1740
prage	79949
PRAS40	16126
Prat	2182
Prat2	2878
PrBP	1133
prc	7260
prd	2833
Prdm13	1556
prel	2021
pre-lola-G	3359
pre-mod(mdg4)-AA	2658
pre-mod(mdg4)-AB	2323
pre-mod(mdg4)-AD	2671
pre-mod(mdg4)-AE	2671
pre-mod(mdg4)-B	5324
pre-mod(mdg4)-C	2323
pre-mod(mdg4)-E	2521
pre-mod(mdg4)-G	5324
pre-mod(mdg4)-H	5324
pre-mod(mdg4)-I	4077
pre-mod(mdg4)-J	4077
pre-mod(mdg4)-K	4077
pre-mod(mdg4)-L	4077
pre-mod(mdg4)-N	2658
pre-mod(mdg4)-O	2658
pre-mod(mdg4)-P	4077
pre-mod(mdg4)-T	1956
pre-mod(mdg4)-U	4641
pre-mod(mdg4)-V	4641
pre-mod(mdg4)-W	4641
pre-mod(mdg4)-X	3722
pre-mod(mdg4)-Y	2671
pre-mod(mdg4)-Z	1956
pre-rRNA:CR45845	6863
pre-rRNA:CR45846	4191
pre-rRNA:CR45847	8118
pre-rRNA:CR45856	5725
Prestin	8924
prg	2207
prim	456
primo-1	1819
primo-2	1819
Prip	5974
PRL-1	11772
Prm	12453
Proc	6791
Proc-R	21572
prod	1730
prom	12978
prominin-like	13275
ProRS-m	1690
pros	79148
Prosalpha1	1376
Prosalpha2	1236
Prosalpha3	1219
Prosalpha3T	889
Prosalpha4	1318
Prosalpha4T1	891
Prosalpha4T2	1498
Prosalpha5	1003
Prosalpha6	1196
Prosalpha6T	1020
Prosalpha7	1201
Prosap	80447
Prosbeta1	983
Prosbeta2	1369
Prosbeta2R1	1205
Prosbeta2R2	1778
Prosbeta3	914
Prosbeta4	954
Prosbeta4R1	881
Prosbeta4R2	1709
Prosbeta5	1201
Prosbeta5R1	1163
Prosbeta5R2	1534
Prosbeta6	1019
Prosbeta7	1353
ProtA	2603
ProtB	1621
Prp18	1304
Prp19	3681
Prp3	2205
Prp31	2039
Prp38	1196
Prp8	8741
Prpk	744
PR-Set7	4457
prt	2656
Prtl99C	1498
prtp	3139
Prx2540-1	1036
Prx2540-2	1044
Prx3	1310
Prx5	1832
Prx6005	1142
PRY	45929
ps	37561
Psa	20538
Psc	14998
psd	1865
Psf1	692
Psf2	1175
Psf3	2509
